Time, PoorSignal, Attention, Meditation
13:02:14, 0, 83, 40
13:02:15, 0, 57, 63
13:02:16, 0, 53, 63
13:02:17, 0, 38, 67
13:02:18, 0, 41, 57
13:02:19, 0, 54, 47
13:02:20, 0, 60, 54
13:02:21, 0, 57, 57
13:02:22, 0, 66, 61
13:02:23, 0, 54, 57
13:02:24, 0, 29, 40
13:02:25, 0, 21, 30
13:02:26, 0, 16, 38
13:02:27, 0, 10, 44
13:02:28, 0, 24, 64
13:02:29, 0, 35, 75
13:02:30, 0, 37, 75
13:02:31, 0, 57, 70
13:02:32, 0, 74, 63
13:02:33, 0, 75, 57
13:02:34, 0, 77, 57
13:02:35, 0, 74, 56
13:02:36, 0, 84, 48
13:02:37, 0, 87, 51
