Time, PoorSignal, Attention, Meditation
20:21:07, 0, 24, 30
20:21:08, 0, 23, 29
20:21:09, 0, 26, 47
20:21:10, 0, 27, 37
20:21:11, 0, 21, 35
20:21:12, 0, 16, 29
20:21:13, 0, 11, 17
20:21:14, 0, 11, 20
20:21:15, 0, 26, 24
20:21:16, 0, 34, 34
20:21:17, 0, 47, 43
20:21:18, 0, 53, 44
20:21:19, 0, 34, 40
20:21:20, 0, 29, 50
20:21:21, 0, 26, 37
20:21:22, 0, 37, 37
20:21:23, 0, 47, 43
20:21:24, 0, 38, 35
20:21:25, 0, 35, 51
20:21:26, 0, 16, 53
20:21:27, 0, 11, 47
20:21:28, 0, 11, 43
20:21:29, 0, 16, 23
20:21:30, 0, 16, 17
20:21:31, 0, 23, 23
20:21:32, 0, 27, 17
20:21:33, 0, 23, 24
20:21:34, 0, 30, 29
20:21:35, 0, 38, 30
20:21:36, 0, 37, 24
