Time, PoorSignal, Attention, Meditation
13:07:21, 0, 66, 56
13:07:22, 0, 75, 41
13:07:23, 0, 53, 37
13:07:24, 0, 16, 20
13:07:25, 0, 1, 21
13:07:26, 0, 1, 20
13:07:27, 0, 16, 29
13:07:28, 0, 30, 41
13:07:29, 0, 38, 24
13:07:30, 0, 44, 27
13:07:31, 0, 40, 29
13:07:32, 0, 43, 21
13:07:32, 0, 44, 35
13:07:34, 0, 35, 24
13:07:34, 0, 37, 23
13:07:35, 0, 38, 26
13:07:37, 0, 35, 24
13:07:37, 0, 48, 29
13:07:38, 0, 51, 16
13:07:39, 0, 57, 29
13:07:41, 0, 64, 21
13:07:41, 0, 63, 16
13:07:42, 0, 60, 16
13:07:43, 0, 53, 20
13:07:44, 0, 56, 27
13:07:45, 0, 61, 35
13:07:46, 0, 60, 38
13:07:47, 0, 48, 20
13:07:48, 0, 37, 14
13:07:49, 0, 40, 17
13:07:50, 0, 38, 14
13:07:51, 0, 43, 20
