Time, PoorSignal, Attention, Meditation
13:36:59, 0, 51, 44
13:37:00, 0, 56, 44
13:37:01, 0, 57, 40
13:37:02, 0, 48, 78
13:37:03, 0, 51, 81
13:37:04, 0, 43, 84
13:37:05, 0, 27, 90
13:37:06, 0, 41, 74
13:37:06, 0, 38, 57
13:37:07, 0, 43, 61
13:37:08, 0, 43, 60
13:37:10, 0, 43, 66
13:37:10, 0, 43, 80
13:37:11, 0, 41, 69
13:37:12, 0, 43, 66
13:37:13, 0, 35, 56
13:37:14, 0, 35, 53
13:37:15, 0, 24, 61
13:37:16, 0, 16, 69
13:37:17, 0, 16, 75
13:37:18, 0, 14, 69
13:37:19, 0, 20, 43
13:37:20, 0, 13, 34
13:37:21, 0, 11, 16
13:37:22, 0, 13, 40
13:37:23, 0, 35, 48
13:37:24, 0, 63, 35
13:37:25, 0, 74, 56
13:37:26, 0, 96, 29
13:37:27, 0, 83, 43
