Time, PoorSignal, Attention, Meditation
15:17:04, 0, 8, 44
15:17:05, 0, 1, 47
15:17:06, 0, 1, 56
15:17:07, 0, 1, 70
15:17:08, 0, 4, 70
15:17:09, 0, 4, 61
15:17:10, 0, 11, 57
15:17:11, 0, 13, 57
15:17:12, 0, 1, 70
15:17:13, 0, 10, 90
15:17:14, 0, 7, 87
15:17:15, 0, 10, 83
15:17:16, 0, 29, 75
15:17:17, 0, 37, 69
15:17:18, 0, 41, 75
15:17:19, 0, 35, 77
15:17:20, 0, 21, 81
15:17:21, 0, 11, 88
15:17:22, 0, 16, 74
15:17:23, 0, 20, 63
15:17:24, 0, 29, 57
15:17:25, 0, 24, 54
15:17:26, 0, 26, 67
15:17:26, 0, 35, 77
15:17:28, 0, 35, 81
15:17:29, 0, 40, 74
15:17:29, 0, 29, 61
15:17:31, 0, 20, 47
15:17:31, 0, 7, 44
15:17:32, 0, 8, 60
