Time, PoorSignal, Attention, Meditation
17:31:43, 0, 61, 78
17:31:44, 0, 60, 77
17:31:45, 0, 57, 75
17:31:46, 0, 66, 77
17:31:47, 0, 60, 74
17:31:48, 0, 61, 77
17:31:49, 0, 54, 81
17:31:50, 0, 60, 74
17:31:51, 0, 54, 78
17:31:52, 0, 61, 70
17:31:53, 0, 54, 77
17:31:54, 0, 56, 70
17:31:55, 0, 69, 69
17:31:56, 0, 63, 69
17:31:57, 0, 74, 60
17:31:58, 0, 77, 67
17:31:59, 0, 60, 81
17:32:00, 0, 50, 80
17:32:01, 0, 40, 81
17:32:02, 0, 43, 77
17:32:03, 0, 47, 60
17:32:04, 0, 63, 64
17:32:05, 0, 69, 69
17:32:06, 0, 50, 81
17:32:07, 0, 44, 96
17:32:08, 0, 38, 100
17:32:09, 0, 38, 84
17:32:10, 0, 43, 66
17:32:11, 0, 53, 47
17:32:12, 0, 54, 44
17:32:13, 0, 53, 38
