Time, PoorSignal, Attention, Meditation
20:20:28, 0, 51, 53
20:20:29, 0, 53, 54
20:20:30, 0, 60, 50
20:20:31, 0, 60, 51
20:20:32, 0, 40, 40
20:20:33, 0, 37, 27
20:20:34, 0, 16, 21
20:20:35, 0, 14, 14
20:20:36, 0, 26, 20
20:20:37, 0, 37, 34
20:20:38, 0, 57, 40
20:20:39, 0, 51, 35
20:20:40, 0, 57, 34
20:20:41, 0, 63, 41
20:20:42, 0, 51, 43
20:20:43, 0, 75, 53
20:20:44, 0, 94, 44
20:20:45, 0, 75, 44
20:20:46, 0, 66, 40
20:20:47, 0, 40, 40
20:20:48, 0, 21, 51
20:20:49, 0, 24, 30
20:20:50, 0, 41, 29
20:20:51, 0, 47, 40
20:20:52, 0, 40, 30
20:20:53, 0, 61, 40
20:20:54, 0, 41, 40
20:20:55, 0, 47, 27
20:20:56, 0, 56, 37
20:20:57, 0, 40, 40
