Time, PoorSignal, Attention, Meditation
14:53:25, 0, 26, 66
14:53:26, 0, 35, 57
14:53:27, 0, 43, 50
14:53:28, 0, 47, 35
14:53:29, 0, 41, 24
14:53:30, 0, 35, 35
14:53:31, 0, 27, 38
14:53:32, 0, 44, 41
14:53:33, 0, 63, 40
14:53:34, 0, 70, 30
14:53:35, 0, 96, 29
14:53:36, 0, 97, 16
14:53:37, 0, 100, 11
14:53:38, 0, 100, 16
14:53:39, 0, 97, 16
14:53:40, 0, 77, 43
14:53:41, 0, 53, 74
14:53:42, 0, 54, 56
14:53:43, 0, 40, 54
14:53:44, 0, 54, 35
14:53:45, 0, 56, 16
14:53:46, 0, 64, 26
14:53:47, 0, 56, 29
14:53:48, 0, 48, 44
14:53:49, 0, 40, 34
14:53:50, 0, 24, 44
14:53:51, 0, 34, 50
14:53:52, 0, 27, 30
14:53:53, 0, 30, 40
14:53:54, 0, 30, 37
14:53:55, 0, 26, 27
