Time, PoorSignal, Attention, Meditation
13:06:13, 0, 26, 37
13:06:14, 0, 34, 44
13:06:15, 0, 38, 43
13:06:16, 0, 43, 51
13:06:17, 0, 44, 53
13:06:18, 0, 41, 47
13:06:19, 0, 38, 40
13:06:20, 0, 57, 38
13:06:21, 0, 51, 40
13:06:22, 0, 50, 40
13:06:23, 0, 40, 37
13:06:24, 0, 11, 35
13:06:25, 0, 10, 26
13:06:26, 0, 11, 13
13:06:27, 0, 27, 23
13:06:28, 0, 29, 14
13:06:29, 0, 29, 16
13:06:30, 0, 29, 24
13:06:31, 0, 30, 21
13:06:32, 0, 43, 26
13:06:33, 0, 54, 26
13:06:34, 0, 53, 35
13:06:35, 0, 34, 34
13:06:36, 0, 35, 29
13:06:37, 0, 41, 27
13:06:38, 0, 40, 29
13:06:39, 0, 44, 35
13:06:40, 0, 27, 35
13:06:41, 0, 11, 30
13:06:42, 0, 21, 17
13:06:43, 0, 35, 13
