Time, PoorSignal, Attention, Meditation
13:38:19, 0, 37, 57
13:38:20, 0, 26, 47
13:38:21, 0, 35, 40
13:38:22, 0, 38, 40
13:38:23, 0, 38, 17
13:38:24, 0, 48, 16
13:38:25, 0, 50, 11
13:38:26, 0, 51, 11
13:38:27, 0, 54, 16
13:38:28, 0, 57, 23
13:38:29, 0, 64, 37
13:38:30, 0, 54, 35
13:38:31, 0, 51, 40
13:38:32, 0, 48, 41
13:38:33, 0, 44, 29
13:38:34, 0, 63, 37
13:38:35, 0, 64, 38
13:38:36, 0, 63, 38
13:38:37, 0, 63, 54
13:38:38, 0, 44, 43
13:38:39, 0, 40, 41
13:38:40, 0, 37, 38
13:38:41, 0, 41, 29
13:38:42, 0, 34, 27
13:38:43, 0, 43, 29
13:38:44, 0, 38, 26
13:38:45, 0, 29, 26
13:38:46, 0, 40, 37
13:38:47, 0, 34, 27
13:38:48, 0, 41, 24
