Time, PoorSignal, Attention, Meditation
18:51:32, 0, 44, 66
18:51:33, 0, 43, 80
18:51:34, 0, 50, 84
18:51:35, 0, 44, 67
18:51:36, 0, 40, 75
18:51:37, 0, 51, 70
18:51:38, 0, 57, 77
18:51:39, 0, 80, 87
18:51:40, 0, 66, 75
18:51:41, 0, 44, 69
18:51:42, 0, 43, 67
18:51:43, 0, 50, 57
18:51:44, 0, 67, 64
18:51:45, 0, 83, 75
18:51:46, 0, 84, 67
18:51:47, 0, 69, 74
18:51:48, 0, 66, 78
18:51:49, 0, 61, 63
18:51:50, 0, 64, 64
18:51:51, 0, 70, 57
18:51:52, 0, 63, 51
18:51:53, 0, 61, 66
18:51:54, 0, 44, 69
18:51:55, 0, 34, 67
18:51:56, 0, 37, 70
18:51:57, 0, 38, 69
18:51:58, 0, 35, 60
18:51:59, 0, 37, 64
18:52:00, 0, 38, 64
18:52:01, 0, 40, 50
18:52:02, 0, 51, 54
