Time, PoorSignal, Attention, Meditation
13:54:46, 0, 80, 53
13:54:47, 0, 75, 44
13:54:48, 0, 63, 34
13:54:49, 0, 51, 16
13:54:50, 0, 53, 20
13:54:51, 0, 57, 17
13:54:52, 0, 50, 40
13:54:53, 0, 50, 47
13:54:54, 0, 51, 38
13:54:55, 0, 48, 47
13:54:56, 0, 43, 40
13:54:57, 0, 35, 40
13:54:58, 0, 26, 50
13:54:59, 0, 29, 53
13:55:00, 0, 38, 57
13:55:01, 0, 64, 50
13:55:02, 0, 64, 40
13:55:03, 0, 74, 43
13:55:04, 0, 78, 48
13:55:05, 0, 81, 54
13:55:06, 0, 90, 66
13:55:07, 0, 84, 66
13:55:08, 0, 77, 50
13:55:09, 0, 66, 53
13:55:10, 0, 63, 53
13:55:11, 0, 66, 54
13:55:12, 0, 74, 67
13:55:13, 0, 63, 70
13:55:14, 0, 61, 69
13:55:15, 0, 47, 61
