Time, PoorSignal, Attention, Meditation
13:43:04, 0, 67, 91
13:43:05, 0, 51, 100
13:43:06, 0, 44, 100
13:43:07, 0, 53, 96
13:43:08, 0, 64, 90
13:43:09, 0, 60, 74
13:43:10, 0, 74, 66
13:43:11, 0, 75, 60
13:43:12, 0, 77, 50
13:43:13, 0, 96, 48
13:43:14, 0, 100, 47
13:43:15, 0, 100, 50
13:43:16, 0, 100, 51
13:43:17, 0, 100, 54
13:43:18, 0, 100, 50
13:43:19, 0, 100, 38
13:43:20, 0, 96, 47
13:43:21, 0, 83, 51
13:43:22, 0, 78, 70
13:43:23, 0, 64, 75
13:43:24, 0, 48, 57
13:43:25, 0, 48, 50
13:43:26, 0, 57, 44
13:43:27, 0, 61, 47
13:43:28, 0, 74, 56
13:43:29, 0, 69, 56
13:43:30, 0, 54, 54
13:43:31, 0, 37, 48
