Time, PoorSignal, Attention, Meditation
19:03:12, 0, 77, 30
19:03:13, 0, 96, 56
19:03:14, 0, 77, 67
19:03:15, 0, 69, 70
19:03:16, 0, 70, 75
19:03:17, 0, 67, 77
19:03:18, 0, 77, 69
19:03:19, 0, 67, 57
19:03:20, 0, 54, 51
19:03:21, 0, 44, 47
19:03:22, 0, 43, 50
19:03:23, 0, 61, 54
19:03:24, 0, 66, 66
19:03:25, 0, 80, 69
19:03:26, 0, 78, 60
19:03:27, 0, 80, 56
19:03:28, 0, 91, 44
19:03:29, 0, 77, 48
19:03:30, 0, 78, 56
19:03:31, 0, 75, 61
19:03:32, 0, 67, 60
19:03:33, 0, 77, 57
19:03:34, 0, 69, 53
19:03:35, 0, 78, 44
19:03:36, 0, 77, 60
19:03:37, 0, 66, 50
19:03:38, 0, 75, 51
19:03:39, 0, 67, 56
19:03:40, 0, 64, 50
19:03:41, 0, 69, 57
